screen_name,fav,rt,tweet,tweet_url
MSF_Sea,122,71,As long as #EU governments fail to take their responsibility for search and rescue operations and as long people co… https://t.co/9UvOm68BKC,https://twitter.com/MSF_Sea/status/1155417187789811713
SoleCollector,233,34,"On-foot look at the upcoming “Pine Green” Sacai x Nike LDWaffle. Release details: https://t.co/H0s2T9ExkV
📸:… https://t.co/kB19Iq9Ile",https://twitter.com/SoleCollector/status/1155609430341431296
GISH,215,20,Just 2 more hours until the List Drops! Check in with your teams now &amp; get ready to set sail!… https://t.co/CdiQRGosDz,https://twitter.com/GISH/status/1155085427587465217
gulf_news,183,43,"Travel from Dubai to Sharjah for Dh15? Yes, it's happening! https://t.co/H4ve6KBf7v",https://twitter.com/gulf_news/status/1155137608974065664
ReutersIran,24,18,Iranian vessels stranded in Brazil to set sail on Saturday -harbor workers https://t.co/PGVwOO4psm,https://twitter.com/ReutersIran/status/1155130587549749248
AFP,26,17,Two Iranian ships stranded off the coast of Brasil for weeks were setting sail after a court ordered state oil gian… https://t.co/3soPeU2QQW,https://twitter.com/AFP/status/1155254790084894720
citybeautiful,109,32,"That might be a first.

A sail boat race at our @LakeEolaPark as part of @MLS All-Star Weekend. #MLSAllStar https://t.co/Hg1QwGChFX",https://twitter.com/citybeautiful/status/1155519645081903109
SchmidtOcean,55,18,We're off! Yesterday R/V Falkor set sail out of Honolulu to begin the #DeepCoralDiversity expedition studying… https://t.co/1UMNTkMvaN,https://twitter.com/SchmidtOcean/status/1155169525760794624
Stranger_Things,43725,4964,Would you guys like to set sail on this ocean of flavor with me?  #NationalIceCreamDay 🍦🍦🍦 https://t.co/Lso7iaYcpA,https://twitter.com/Stranger_Things/status/1153093886929252352
SteelMinIndia,135,43,SAIL to manufacture special shipbuilding grade plates for making Diving Support Vessel (DSV) used by the India Navy… https://t.co/BVwPt4D6Ar,https://twitter.com/SteelMinIndia/status/1154990499830194178
greenpeaceusa,33,14,We’re setting sail for the Sargasso Sea on the Greenpeace ship Esperanza to document the impact of plastics on this… https://t.co/uagNSknMeV,https://twitter.com/greenpeaceusa/status/1155553703853776896
starwars,2521,355,"Adventure to renowned gangster Jabba the Hutt’s illustrious sail barge at #SDCC, recreated in gorgeous detail at th… https://t.co/cuJT4f4ILk",https://twitter.com/starwars/status/1152356832762978304
88rising,1944,452,"THE SAILOR IS OUT NOW EVERYWHERE. I LOVE YOU ALL MORE THAN ANYTHING. THIS IS JUST THE BEGINNING OF THIS JOURNEY, LE… https://t.co/FCSJ51HP5b",https://twitter.com/88rising/status/1154604300804468736
exploreplanets,5648,1587,SAIL DEPLOYMENT COMPLETE! We're sailing on SUNLIGHT!!!!! https://t.co/PA74NMa7Ry,https://twitter.com/exploreplanets/status/1153746079134842880
Crunchyroll,3970,703,JoJo's Bizarre Adventure: Golden Wind - Episode 39 - The Sleeping Slave just launched! https://t.co/r3ZvBLnidN https://t.co/KpFOBpbMUg,https://twitter.com/Crunchyroll/status/1155457791210983425
ZubyMusic,2778,462,"If you don't like slavery, don't own a slave. 

If you don't like murder, don't kill anyone.

If you don't like the… https://t.co/tWHZu7O4uO",https://twitter.com/ZubyMusic/status/1155228054194741249
KevinLevin,416,116,"Here we go again. No, this is not a Confederate veteran. This individual attended a Confederate veterans reunion in… https://t.co/AP5YDJPt1g",https://twitter.com/KevinLevin/status/1155141716271390720
NewYorker,172,58,"Igbo slave descendants, who have long been regarded as second-class citizens, have begun agitating for equality. https://t.co/ygTWNbtQRw",https://twitter.com/NewYorker/status/1155213335480143872
reuterspictures,33,38,"Chains, shackles and auction documents are among the horrific and brutal reminders of the Africa-to-North America s… https://t.co/glq1Ve9OnU",https://twitter.com/reuterspictures/status/1155073093070721025
RepJahanaHayes,121,25,400 years since democracy started in America. 400 years since the first slave ship landed in America. 400 years sin… https://t.co/68ZlLK0N4l,https://twitter.com/RepJahanaHayes/status/1155223160104660992
reuterspictures,5354,4638,"Chains, shackles and documents are among the horrific and brutal reminders of the Africa-to-North America slave tra… https://t.co/r7Sq2EzuWQ",https://twitter.com/reuterspictures/status/1154790761344512002
bombaytimes,114,21,A woman from Gurdaspur sold as a slave got rescued with the efforts of actor #SunnyDeol. Click below to know the en… https://t.co/skxJqe4SrQ,https://twitter.com/bombaytimes/status/1155430946583171072
reuterspictures,3067,2192,"William Wilberforce, who successfully campaigned to have British parliament ban the slave trade in 1807, used diagr… https://t.co/MRWba2IUyF",https://twitter.com/reuterspictures/status/1154791047475716098
DanielPipes,32,21,"ICYMI: Pres. Beji Caid Essebsi of Tunisia just died, at 93. Of particular interest to me, author of ""Slave Soldiers… https://t.co/4CFAJEmUFM",https://twitter.com/DanielPipes/status/1155238971766661120
LeeCamp,652,285,"Abolition was never completed. Slavery still exists in many forms across the world. 
Slaves harvest your chocolate,… https://t.co/tjeIi5u6nU",https://twitter.com/LeeCamp/status/1154847711079874560
AnthonyNMorgan,43,34,Slave trade helped build Manitoba's early economy - Winnipeg Free Press https://t.co/RLCRnYzezB,https://twitter.com/AnthonyNMorgan/status/1155098469926932480
kurteichenwald,73,29,"The reality of the job market faced by younger people, 18-35. I've been watching how nuts it is, but even by the in… https://t.co/Vd1yffEpMC",https://twitter.com/kurteichenwald/status/1155562683833491456
kenolin1,71423,22285,The President and Senate Majority Leader are willing to spend $2.5 billion to build a wall to keep Latin American a… https://t.co/9zQ5QquVYV,https://twitter.com/kenolin1/status/1155155374594387969
realDonaldTrump,103114,27512,"Speaking of failing badly, has anyone seen what is happening to Nancy Pelosi’s district in San Francisco. It is not… https://t.co/8xij0qPH2O",https://twitter.com/realDonaldTrump/status/1155442764940812290
realDonaldTrump,94238,22193,"The Dems are now coming out of shock from the terrible Mueller performance, and are starting to spin impeachment al… https://t.co/3GICmxao5t",https://twitter.com/realDonaldTrump/status/1155212397382176768
realDonaldTrump,71906,16629,Such a big victory of our Country! “Supreme Court approves Trump Administration plan to use Military Funds for the… https://t.co/jFHiJAstT8,https://twitter.com/realDonaldTrump/status/1155219288191569920
charliekirk11,33387,19669,"Our great President just said he is considering classifying these thugs as domestic terrorists

RT if you agree tha… https://t.co/19rQaaKLGF",https://twitter.com/charliekirk11/status/1155206066046566400
GOT7_Japan,34690,20885,"GOT7 Japan Tour 2019 ""Our Loop""

D-2

https://t.co/OqiYIXizSk

#GOT7
#LOVELOOP
#OurLoop https://t.co/joQNgXNZsU",https://twitter.com/GOT7_Japan/status/1155281810877607941
FaZeClan,51174,9087,"Usually we surprise our new members, but tonight we got surprised with the best news.

Join us in welcoming the fir… https://t.co/ed6buIGFbh",https://twitter.com/FaZeClan/status/1155301012254666754
IlhanMN,28766,5537,"They want working Americans to be too busy fighting with one another, and never address the very real and deep prob… https://t.co/OSBbOE9Xed",https://twitter.com/IlhanMN/status/1155227501406277632
DanCrenshawTX,31366,8476,"Whether we label ANTIFA left-wing terrorists or not, the fact remains that their violence is not being prevented an… https://t.co/z7dxMW9Gcu",https://twitter.com/DanCrenshawTX/status/1155465834602672128
tribelaw,42069,9273,"When our disgusting president says of Baltimore “No human would want to live there,” he makes me want to wear an “I… https://t.co/cePp9DTYWG",https://twitter.com/tribelaw/status/1155182983885807616
RepAdamSchiff,30778,10592,"Above all else, what Mueller revealed was Trump’s disturbing, dangerous &amp; undeniable disloyalty to country.

That’s… https://t.co/PoFWsm91OR",https://twitter.com/RepAdamSchiff/status/1155188807962112001
OfficialDGISPR,32314,7955,“Salute to martyrs &amp; families.We shall ensure defence &amp; security of motherland at the cost of our sweat &amp; blood.The… https://t.co/ZPD4eViZcM,https://twitter.com/OfficialDGISPR/status/1155092480741781511
realDonaldTrump,40698,8896,....be leaving office on August 15th. I would like to thank Dan for his great service to our Country. The Acting Di… https://t.co/THWZHt8KiQ,https://twitter.com/realDonaldTrump/status/1155580142225383425
jonfavs,86376,15291,"Any of you Republican patriots plan on criticizing the President for calling part of our country a “disgusting, rat… https://t.co/jy7IxIdv9F",https://twitter.com/jonfavs/status/1155168849626423296
pulte,34863,80799,"I’m going give someone random who retweets this tweet $10,000 because it’s the weekend and I feel like being nice… https://t.co/cZBlcJTwwQ",https://twitter.com/pulte/status/1155106001835757569
DanRather,80080,17247,"American greatness was built by women and men who worked, lived, and even sometimes struggled in places like Baltim… https://t.co/G23EZaIt96",https://twitter.com/DanRather/status/1155302043675848711
RepSwalwell,97734,18551,"Hey haters, Baltimore is in America. If you’re defending @realDonaldTrump by pointing out what you think are flaws… https://t.co/HdUV7XvMfR",https://twitter.com/RepSwalwell/status/1155286730699759617
w_terrence,44291,20858,"Trump is being called a Liar &amp; Racist for saying West Baltimore is poorly ran by Democrats. 

Well here is a video… https://t.co/3rDKosljuo",https://twitter.com/w_terrence/status/1155168907654774784
lauvsongs,65943,24459,i like nice people,https://twitter.com/lauvsongs/status/1154981478079426560
BernieSanders,16450,5278,"The inventors of insulin sold the patent for just $1 so it would be available to all.

97 years later, Americans ar… https://t.co/PdTRS8TB2F",https://twitter.com/BernieSanders/status/1155189862477119488
Imamofpeace,22346,6962,"Meet Poland 🇵🇱:

✅ Does not take in Jihadists
✅ Does not worship Soros
✅ Does not submit to Islamists
✅ Protects it… https://t.co/D0baE2Wpf1",https://twitter.com/Imamofpeace/status/1155404377466609664
DonaldJTrumpJr,27211,7460,The best way to help Baltimore and cities like it would be to stop electing democrats!!! https://t.co/IJgHXk7HNu,https://twitter.com/DonaldJTrumpJr/status/1155489482919088128
DineshDSouza,18252,7055,"Rodents love Baltimore but they also love other Democratic cities like Detroit, St Louis and San Francisco. Which D… https://t.co/9e2tt1CVPT",https://twitter.com/DineshDSouza/status/1155226378234671105
realDonaldTrump,40797,8913,....be leaving office on August 15th. I would like to thank Dan for his great service to our Country. The Acting Di… https://t.co/THWZHt8KiQ,https://twitter.com/realDonaldTrump/status/1155580142225383425
RealCandaceO,62616,18885,"There’s nothing better than waking up to a video of an educated black man under a #MAGA hat, schooling white libera… https://t.co/TGadDk19pX",https://twitter.com/RealCandaceO/status/1155148945472933888
LilNasX,260084,29444,bro murder is so bad. i don’t like it.,https://twitter.com/LilNasX/status/1155136791009275904
LewisHamilton,27497,2700,"I’m not going to lie, this hurts. But days like this are sent to test us. We learn from it and move on. I’m going h… https://t.co/d2ru7Pjyz8",https://twitter.com/LewisHamilton/status/1155546924096860160
KevinMKruse,14760,4901,"Man, this sounds like a ""disgusting, rat and rodent infested mess."" 

When Trump finds out who runs these places, h… https://t.co/qJsMgBqzUU",https://twitter.com/KevinMKruse/status/1155219202539687941
LanaDelRey,106464,21055,"If a woman holds on to this gift of being 
old while she is young 
and young while she is old, 
she will always know what comes next.",https://twitter.com/LanaDelRey/status/1155143789331152896
OfficialDGISPR,32315,7955,“Salute to martyrs &amp; families.We shall ensure defence &amp; security of motherland at the cost of our sweat &amp; blood.The… https://t.co/ZPD4eViZcM,https://twitter.com/OfficialDGISPR/status/1155092480741781511
OfficialDGISPR,31633,7814,Shahadat of 6 sldrs on Pak-Afg Bdr &amp; 4 in Bln is the sacrifice Pakistan making for peace in the region. While secur… https://t.co/zC6SNSRL5y,https://twitter.com/OfficialDGISPR/status/1155073838192975873
soledadobrien,15902,4227,The last one minute of this will kill you. Watch it. @VictorBlackwell managing to deliver thoughtful and amazing co… https://t.co/ZrXKLH2Bga,https://twitter.com/soledadobrien/status/1155151459786338304
Karamo,111923,5559,"My 74 yr old aunt (who has never seen queer eye) just asked me, “baby whats your job on tv?” and my little cousin (… https://t.co/0QkFssnkar",https://twitter.com/Karamo/status/1155330195353669632
muftimenk,21133,9305,Why are you being tested again  &amp; again; one hardship after another while others have it so easy? Until you’re brok… https://t.co/Z72jAvlW4H,https://twitter.com/muftimenk/status/1155215793073860610
elonmusk,65911,3604,"When full self-driving is approved by regulators, we will enable video while moving",https://twitter.com/elonmusk/status/1155180120786608128
SpenceLivermore,5974,3425,"This is a lie. The Government’s own figures show that leaving the EU’s Single Market will reduce U.K. GDP by 6.7%,… https://t.co/rwBaCZjE9m",https://twitter.com/SpenceLivermore/status/1155036480575868929
PokemonGoApp,11474,2834,"SUP, TWERPS! 👋 While all of you were distracted with the little stunt that we pulled in New York, we mobilized our… https://t.co/867odQgp7L",https://twitter.com/PokemonGoApp/status/1155328851498741761
thedailybeast,14088,5022,CNN anchor Victor Blackwell struggled to keep his emotions in check on Saturday morning as he defended his hometown… https://t.co/eWr6C7opKb,https://twitter.com/thedailybeast/status/1155163920874790912
carolecadwalla,3655,2407,Amazing story from @nickhopkinsnews. Last week Johnson refuses to answer qs about whether he went without security… https://t.co/eMluUciuGV,https://twitter.com/carolecadwalla/status/1155048003499175937
ewarren,4316,925,"Teaching law at @UHouston was a dream come true, but incredibly hard while raising two little kids. Lack of high-qu… https://t.co/KyrvkClePx",https://twitter.com/ewarren/status/1155164898483195905
